"geo_name","geo_lat","geo_lon","osm_name","osm_lat","osm_lon","name_match","distance"
"Dahriya","31.40964","34.97551","صيدلية الشفاء","31.410018100000006","34.9752538","0%","48.4875359986944m"
"al-Mudawwar","32.14319","35.01221","Mosque","32.1432071","35.0128446","9.090909090909092%","59.90198173237124m"
"Khirbat al-Adas","31.28552","34.27138","روضة خربة العدس","31.28515","34.271503","6.666666666666667%","42.662605514646444m"
"Bayt Ghur al-Tahta","31.89543","35.08391","صيدلية بيت عور التحتا","31.8951162","35.0843934","4.761904761904762%","57.46266860157805m"
"Bayt Ghur al-Foqa","31.88644","35.11436","مدرسة بيت عور الاساسية","31.8861343","35.114349100000005","4.545454545454546%","33.91317257857789m"
"Jinşāfūţ","32.17916","35.13038","مسجد أبو بكر","32.179311","35.1305404","0%","22.56556539247217m"
"Banī Zayd","32.03924","35.10316","بلدية بني زيد","32.039040299999996","35.1032907","7.6923076923076925%","25.352833523474m"
"Mukhayyam Qaddūrah","31.90156","35.20633","Qaddur","31.901418800000002","35.20613529999999","22.22222222222222%","24.173199902631055m"
"Bāb as Sāhirah","31.78501","35.23132","French community cente","31.7854911","35.231179100000006","4.545454545454546%","54.98970981156407m"
"Shaykh Jarrāḩ","31.79287","35.23166","Gallery Cafe","31.792933899999998","35.2315349","7.6923076923076925%","13.804661335280947m"
"Mukhayyam al ‘Azzah","31.71511","35.20189","مركز شباب مخيم العزة","31.7147814","35.2018852","5.0%","36.43861081315456m"
"Ḩarmalah","31.66236","35.2221","Al-Zeer Schoo","31.662766700000002","35.222112599999996","7.6923076923076925%","45.111100058619265m"
"Maktab al Jawāzāt","31.52022","34.44354","المجلس التشريعي الفلسطيني","31.5200049","34.443833500000004","4.0%","36.68731617343737m"
"Markaz ath Thaqāfah wa an Nūr","31.52069","34.44295","","31.5206924","34.44285479999999","0%","9.046089769421465m"
"Hay’at ar Raqābah al ‘Āmmah","31.5218","34.44179","سلطة الترخيص","31.5213678","34.442119399999996","3.7037037037037033%","57.23055705420585m"
"Mudīrīyat at Tarākhīş wa al Murūr","31.523","34.44069","MASOUD PHARMACY","31.5227951","34.4401656","3.0303030303030303%","54.74392667234305m"
"Mustashfá ash Shifā’","31.52399","34.44354","Al-Shifa Hospital Compoun","31.524103000000004","34.4435024","16.0%","13.028268672592345m"
"Aş Şabrā","31.50585","34.45309","صيدلية دار الحكمة","31.5058267","34.4531323","5.88235294117647%","4.777154821432244m"
"Al Amn al Wiqā’ī","31.50489","34.42956","Omens cente","31.5050391","34.4293947","6.25%","22.80111496012255m"
"Hay’at al Idhā‘ah wa at Tilifizyūn","31.50808","34.43249","","31.5081315","34.4322629","0%","22.316096968484672m"
"Al Hay’ah al Khayrīyah","31.5149","34.44163","الجامعة الإسلامية المدخل الشمالي","31.514507000000002","34.4414829","3.125%","45.76059954560493m"
"Pikdār","31.5134","34.4262","Kazem ice cream","31.5136011","34.4265976","6.666666666666667%","43.85849989566231m"
"Qaryat al Ḩarf wa al Funūn","31.51645","34.43286","مدرسة مصطفى صادق الرفاعي للصم _ بنات","31.516426","34.4325865","2.7777777777777777%","26.114524132696495m"
"Mabná al Intikhābāt al ‘Āmmah","31.51742","34.43506","مالمركز الفلسطيني فتا","31.5178468","34.434966100000004","3.4482758620689653%","48.15605366239372m"
"Ḩadīqat al Azhar","31.51599","34.4381","موقف باصات الجامعات","31.516356","34.437853600000004","5.263157894736842%","46.846873962771994m"
"Ar Rimāl al Janūbī","31.51603","34.43921","","31.5162891","34.4391083","0%","30.309219411564115m"
"An Nādī ad Dawlī","31.5224","34.43241","مطعم المرسى للمأكولات البحرية","31.5225707","34.4329748","3.4482758620689653%","56.885484830923346m"
"Funduq Ādam","31.52324","34.43316","","31.523078","34.433339200000006","0%","24.74535619944479m"
"Funduq Filasţīn","31.52418","34.43407","الدفاع المدنى","31.5241376","34.4340336","6.666666666666667%","5.8355632491740685m"
"As Sifārah an Nurwījīyah","31.5242","34.43629","","31.523844300000004","34.436470299999996","0%","42.996778533216045m"
"Funduq al Quds","31.52757","34.43723","","31.5280278","34.436946999999996","0%","57.437009074075156m"
"Al Yūniskū","31.52015","34.43517","Zaid bin Haretha Mosqu","31.5201229","34.4350559","4.545454545454546%","11.246287581007953m"
"Wizārat at Takhţīţ wa at Ta‘āwun ad Dawlī","31.52092","34.4351","روضة بيسان","31.5209854","34.4347963","2.4390243902439024%","29.743266637725384m"
"Al Markaz ath Thaqāfī al Almānī","31.52236","34.43909","","31.522042300000003","34.439018700000005","0%","35.871130600056134m"
"Al Markaz ath Thaqāfī al Birīţānī","31.52034","34.44162","مطعم الطابون فرع الاتصالات","31.520105800000003","34.4417657","3.0303030303030303%","29.42511049387509m"
"Sulţat an Naqd","31.52086","34.44132","Elite Modern School","31.5206894","34.4407463","10.526315789473683%","57.68062639242514m"
"Bayt Mīrnā","31.52276","34.44436","الخزندار لغسيل السيارات","31.523096399999996","34.444323","4.3478260869565215%","37.464707145587305m"
"Al Khidmāt aţ Ţibbīyah al ‘Askarīyah","31.53059","34.44443","صيدلية الشيماء","31.530642999999998","34.443984","2.7777777777777777%","42.762931171814884m"
"Ar Rimāl ash Shamālī","31.52294","34.45325","","31.5229245","34.453748","0%","47.33081670149576m"
"Wizārat ad Dākhilīyah","31.52763","34.45152","مكتبة النهضة","31.527624300000003","34.4516672","4.761904761904762%","13.99450630740876m"
"Sūq Mu‘askar ash Shāţi’","31.53164","34.44516","ِAbu Shukri For Popular food","31.531509600000003","34.4446347","10.714285714285714%","51.94089905509543m"
"Al Bank al Filasţīnī","31.53604","34.46127","صيدلية النصر","31.535556699999997","34.4609971","5.0%","59.525557364177175m"
"Mustashfá al ‘Uyūn","31.53363","34.45966","Al Massa Optical Center","31.533154800000002","34.4593609","13.043478260869565%","59.858479399176694m"
"Al Kanīsah al Ma‘madānīyah","31.51906","34.4438","Rose Pharmac","31.518980499999998","34.4443892","7.6923076923076925%","56.65398707190737m"
"Markaz Rashād ash Shawā ath Thaqāfī","31.51894","34.44416","","31.5189855","34.444433200000006","0%","26.4352560839597m"
"Al Bank at Tijārī al Filasţīnī","31.51828","34.44508","Bank of Palestine - Remal Branch","31.51822","34.4452591","15.625%","18.26618043109892m"
"Jam‘īyat Aşdiqā’","31.51807","34.44547","Cairo Amman Bank","31.5180049","34.445871999999994","12.5%","38.85986908936462m"
"Al Bank al ‘Arabī - Ar Rimāl","31.5177","34.44786","Arab Ban","31.5176554","34.4478435","14.285714285714285%","5.187580964457783m"
"Bank al Qāhirah ‘Ammān - Ar Rimāl","31.51721","34.44691","صيدلية دبي","31.517373499999998","34.4469166","3.0303030303030303%","18.1394539660104m"
"Bank al Iskān al Urdunnī","31.51589","34.44699","","31.515693300000002","34.447571","0%","59.340364740528294m"
"Al Bank al Islāmī","31.51537","34.44924","Islamic National Bank","31.5155885","34.4491516","28.57142857142857%","25.64077939782521m"
"Nādī Ghazzah ar Riyāḑī","31.51713","34.44488","vision plu","31.5174525","34.44457620000001","4.545454545454546%","45.949387170102895m"
"Sifārat ‘Umān","31.51885","34.44212","Honey bee cafe","31.5189701","34.4422839","7.142857142857142%","20.48618671965085m"
"Al Maḩkamah ash Shar‘īyah","31.51166","34.45021","","31.511796399999998","34.45017","0%","15.593789251195636m"
"‘Iyādat Şabḩat al Ḩarāzīn","31.50187","34.47408","Dalal Al Maghraby Girls Schoo","31.502148","34.473600700000006","10.344827586206897%","54.985804124218205m"
"Masjid ‘Alī Bin Abī Marwān","31.5001","34.47008","مسجد الست رقية","31.5000419","34.4706476","3.8461538461538463%","54.30671516533037m"
"Masjid Kātib al Wilāyah","31.50112","34.47136","صيدلية السعيد","31.501031199999996","34.470761700000004","4.3478260869565215%","57.68571900656759m"
"Masjid Z̧āfir Dimirī","31.50168","34.46898","","31.5017047","34.4685774","0%","38.34517161452865m"
"Masjid Sayyid Hāshim","31.50796","34.4634","كوفي شوب تمر حنة","31.507432","34.4635107","5.0%","59.4806655646367m"
"Masjid ash Shaykh Khālid","31.50868","34.46189","مطبعة الرسالة","31.5089092","34.462363399999994","4.166666666666666%","51.65390984463205m"
"Masjid ash Shaykh Zakarī","31.50871","34.46116","مسجد الشيخ زكريا","31.508752100000002","34.4612447","4.166666666666666%","9.301962423467765m"
"Al Masjid al Kabīr","31.50436","34.46469","","31.5043305","34.464648600000004","0%","5.11531588874166m"
"Al Madīnah al Qadīmah","31.50429","34.46547","مكتبة اليازجي","31.504414500000003","34.465485799999996","4.761904761904762%","13.885693106493608m"
"Qal‘at Nābuliyūn","31.50296","34.46654","مدرسة ابن الهيثم الابتدائية للبنين","31.502563300000002","34.466304799999996","2.941176470588235%","49.335193306738375m"
"Sabīl ar Rafā‘īyah","31.50708","34.46455","Abu Hasera mil","31.507238899999997","34.464011799999994","5.555555555555555%","54.07695608228125m"
"Maqbarah Islāmīyah","31.50318","34.46804","Altawfeeq cofeshop","31.5029173","34.468472399999996","5.555555555555555%","50.356700962169754m"
"Bank Filasţīn","31.50463","34.46339","","31.5047924","34.463199100000004","0%","25.556167000945244m"
"Bank al Urdunn","31.50619","34.46203","","31.5063365","34.46239","0%","37.860237439274485m"
"Bank al ‘Aqārī al ‘Arabī","31.50762","34.45977","مطعم زهران","31.507816100000003","34.4594044","4.166666666666666%","40.974872912204674m"
"Al Bank al ‘Arabī","31.50651","34.46131","مسجد الشيخ شعبان","31.5067462","34.461158600000005","5.88235294117647%","29.87872233692915m"
"Sūq az Zāwiyah","31.50559","34.46323","مسجد الهنود","31.5055401","34.4637665","7.142857142857142%","51.265166660495886m"
"Al Maţţāyin","31.41519","34.35659","","31.4150636","34.35711679999999","0%","52.01596813174571m"
"Abū Asad","31.42317","34.35993","","31.422855","34.3597578","0%","38.57338872192116m"
"Al Masīḩī","31.42458","34.3434","","31.4245141","34.3432239","0%","18.268226936811022m"
"‘Umrān","31.41448","34.33974","","31.4141374","34.3394714","0%","45.77441411917693m"
"Umm al ‘Azbān","31.40451","34.33887","","31.404619899999997","34.33835070000001","0%","50.86585636274197m"
"Abū ‘Arīf","31.4084","34.35001","","31.4083561","34.350147899999996","0%","13.98779079574521m"
"Al Baldah al Qadīmah","31.41869","34.3521","صيدلية دينا","31.418631800000004","34.3524479","5.0%","33.70341850181184m"
"Maqām al Khaḑir","31.41926","34.35327","","31.4188489","34.3535264","0%","51.6916590606775m"
"Markaz al Madīnah","31.344","34.30485","مجمع الياسين الطبي","31.3442657","34.304626500000005","5.555555555555555%","36.334590050730554m"
"Jūrat al Lūt","31.33508","34.30617","مركز جورة اللوت الصحي","31.335282899999996","34.3061096","4.761904761904762%","23.21933723633207m"
"Rawḑat al ‘Adlūnī","31.33923","34.3055","","31.3394686","34.304969799999995","0%","56.970895207383556m"
"Rawḑat as Salām li Ri‘āyat al Aytām","31.33384","34.31021","مسجد ابن القيم","31.3342163","34.3103685","2.857142857142857%","44.36545316218075m"
"Ḩijāzī","31.2933","34.24482","Alaqsa Fue","31.293379100000003","34.244532799999995","0%","28.716506877544454m"
"Al Barāzīl","31.2721","34.25315","Masjid Abu Bakr","31.272508000000002","34.2529215","20.0%","50.198335789256774m"
"Iskān Buyūt Shahrazād Ithnān","31.92001","35.17616","","31.9199206","35.176642799999996","0%","46.7245753632256m"
"Iskān aş Şanawbar","31.91928","35.18192","Shams Al Terah House","31.919374100000002","35.1824141","5.0%","47.88066384133766m"
"Ḩayy Khallat al ‘Adas","31.92028","35.17739","Alterah Tax","31.920001300000003","35.1778763","4.761904761904762%","55.41018116077627m"
"Iskān Aţibbā’ al Isnān","31.91859","35.18319","Abeer Pharmacy","31.918173600000003","35.182931200000006","4.545454545454546%","52.259094694421975m"
"Kullīyat ash Shurţah","31.91538","35.18764","Public Security Police Offic","31.915062899999995","35.187593799999995","7.142857142857142%","35.432201448081095m"
"Masjid aţ Ţīrah","31.9152","35.18128","Al Taqwa Mosque","31.9150989","35.1812909","6.666666666666667%","11.257808102019062m"
"Madrasat al Mustaqbal","31.91433","35.17848","Future Kindergarte","31.9144411","35.178232799999996","4.761904761904762%","26.427427272895702m"
"Madrasat al Urthūdūks - Ar Rūm","31.91401","35.18382","Saint George Schoo","31.913902500000003","35.1843451","6.666666666666667%","51.07510002688609m"
"Iskān al Injīlī","31.90916","35.18774","Saint Andrew's Guest Hous","31.9091053","35.1871162","4.0%","59.31381901468308m"
"Ḩayy Dār Jirīs","31.9188","35.20461","Occupational Health Cente","31.919164600000002","35.2047745","4.0%","43.3189722207215m"
"Aḑ Ḑābiţīyah al Jumrukīyah","31.91231","35.2004","Felastean Kindergarte","31.912658399999998","35.2000755","3.8461538461538463%","49.34035436339092m"
"Madrasat ‘Ayn Mişbāḩ","31.91372","35.19973","Shams Taxi Offic","31.9132632","35.1998803","5.0%","52.609412963433336m"
"Wizārat aş Şiḩḩah al ‘Āmmah","31.91142","35.20437","Society Of Encourage Investmen","31.9119582","35.2043521","6.666666666666667%","59.70246002079621m"
"Maslakh ad Dawājin","31.91556","35.20336","Ramallah recreational comple","31.9159364","35.203324200000004","7.142857142857142%","41.87435645719686m"
"Al Maslakh al Baladī","31.91594","35.20323","Alquds open university - Masqat colleagu","31.916337300000002","35.203442200000005","10.0%","48.410871714312826m"
"Jam‘īyat ash Shābāt","31.91796","35.20195","Christian Young Women Orgnizatio","31.9183827","35.2019561","6.25%","46.87479982451057m"
"Wizārat az Zirā‘ah","31.9083","35.20223","Ministry Of Agricaltur","31.9082321","35.201962","4.545454545454546%","26.443838565663462m"
"Wizārat ath Thaqāfah","31.90867","35.20824","The Ministry Of Cultur","31.9086564","35.2082","9.090909090909092%","4.072915671200727m"
"‘Imārat Āsiyā","31.91845","35.2066","","31.9187403","35.207058399999994","0%","53.99774964650906m"
"‘Iyādat al Qalb","31.91822","35.20631","Palestinian Commercial Compan","31.9184798","35.20576079999999","10.344827586206897%","59.39552787954063m"
"Bank Filasţīn","31.91912","35.20533","Universal Education Fun","31.918995000000002","35.205239399999996","8.695652173913043%","16.29534238402776m"
"Mustashfá Khālid al Jirāḩī","31.92244","35.20755","Shamoot Cente","31.922362","35.2078487","3.8461538461538463%","29.54325088089476m"
"Niqābat Muhandasīn - Markaz al Quds","31.91952","35.20677","بنك القاهرة عمان","31.919577899999997","35.2072525","2.857142857142857%","46.08213997127019m"
"Sharikat Kahrabā’ - Muḩāfaz̧at al Quds","31.92017","35.20673","Military Intelegenc","31.920372600000004","35.2067865","5.263157894736842%","23.092118624803675m"
"Funduq Bīst Īstīrn","31.9263","35.20879","Majd pharmacy","31.926274900000003","35.2090776","5.555555555555555%","27.339982593064143m"
"Wizārat ath Thaqāfah","31.92806","35.21044","General Intelligenc","31.928525","35.210208","10.0%","56.03531999553036m"
"Dā’irat Miyāh aḑ Ḑaffah al Gharbīyah","31.92766","35.22038","The Water Departmen","31.9276053","35.2209824","5.555555555555555%","57.2893218086043m"
"Ittiḩād aş Şinā‘āt al Filasţīnīyah","31.92576","35.21802","Baby World Kindergarten","31.9253028","35.2180061","5.88235294117647%","50.71389275169396m"
"Jāmi‘at al Quds","31.92496","35.21282","Hamza Mosque","31.924923800000002","35.212824100000006","6.666666666666667%","4.032737996001659m"
"Masjid Ḩamzat Bin Abī Ţālib","31.92502","35.21236","Roca","31.925086800000003","35.2117315","3.7037037037037033%","59.896963352103m"
"Funduq Sītī Inn Wāḩid","31.9228","35.21946","Al Huda Statio","31.9231855","35.2196797","9.523809523809524%","47.52845008230854m"
"Madrasat an Najāḩ ath Thānawīyah lil Banāt","31.92232","35.21226","Collection Of Courthouse","31.9227614","35.2120009","4.761904761904762%","54.73600535005596m"
"Wizārat ad Dākhilīyah","31.92134","35.2146","Ministry Of The Interio","31.921218300000003","35.214403600000004","4.3478260869565215%","22.958936665217106m"
"Wizārat at Takhţīţ","31.92282","35.21233","","31.9229511","35.211899700000004","0%","43.21296546549647m"
"Al Ighāthah az Zirā‘īyah","31.92353","35.2128","Health Colleg","31.923784899999998","35.213029999999996","8.333333333333332%","35.665355145219536m"
"Al Jihāz al Markazī lil Iḩşā’ al Filasţīnī","31.9226","35.21515","Negotiations Affairs Departmen","31.9231135","35.215113","4.761904761904762%","57.04710027259018m"
"Dā’irat Shu’ūn al Mufāwiḑāt wa Wizārat Shu’ūn al Mar’ah","31.92345","35.21536","Alwardeh Alhamra","31.923852399999998","35.2156497","3.6363636363636362%","52.36015438492764m"
"Ittiḩād al Kuttāb al Filasţīnīyīn","31.92411","35.21581","The Ministry Of Education - Department Of Curriculu","31.9237961","35.2158908","3.9215686274509802%","35.63584312149038m"
"Ḩayy Bi’r ar Rās","31.91822","35.21796","Ministry Of Healt","31.918475399999995","35.2175453","11.76470588235294%","48.37681086609348m"
"Markaz at Tadrīb al Mihnī","31.91995","35.21666","Palestinian Currency Autharit","31.9197133","35.216497","6.896551724137931%","30.438933375951237m"
"Sulţat an Naqd al Filasţīnīyah","31.91962","35.21612","Al balu' Resturant","31.9192332","35.2161752","6.666666666666667%","43.20702228251249m"
"Madrasat al Fajr al Jadīd ath Thānawīyah lil Banāt","31.91876","35.21746","Alfager Aljadeed Schoo","31.9187508","35.2173977","4.0%","5.979734522422547m"
"Madrasat al Kullīyah al ‘Aşrīyah","31.91785","35.21624","Al asria Colleg","31.9177909","35.2158604","6.25%","36.494760382563214m"
"Al Baldah al Qadīmah Baytūnyā","31.8862","35.16895","Women Charitable Organizatio","31.885860100000002","35.1692574","3.4482758620689653%","47.60611118425129m"
"Ḩarakat Fataḩ - Al Maqarr al ‘Āmm","31.91698","35.21462","Office of the Chief Justice","31.9171826","35.214779","3.0303030303030303%","27.033902842696136m"
"Mustashfá Mustaqbal","31.915","35.21471","Al Mustakbal Hospita","31.9147305","35.214984","30.0%","39.5552424686656m"
"Masjid Abū ‘Ubaydah","31.91308","35.21816","Abuobideh Mosque","31.9126089","35.218298499999996","10.526315789473683%","53.85550953606005m"
"Ittiḩād al Mu‘allimīn al Filasţīnīyīn","31.9152","35.21308","General Union Of Palestinian Teacher","31.915445799999997","35.2135101","8.108108108108109%","48.9656386146946m"
"As Sifārah al Hūlāndīyah","31.91283","35.21449","Embassy of Chil","31.9122993","35.214411","4.166666666666666%","59.3192941670339m"
"Rawḑat wa Madrasat al Anwār al Asāsīyah","31.91069","35.22122","Al Anwar Schoo","31.9107011","35.2214592","12.82051282051282%","22.658094628419555m"
"Ḩayy Qiţ‘at Shaybāt","31.91459","35.21462","مدرسة ذكور المستقبل الصالح","31.914510999999997","35.2140169","3.8461538461538463%","57.71031899764307m"
"Wizārat al ‘Amal","31.91426","35.20808","نقابة المحامين الفلسطينيين","31.914115000000002","35.2083857","3.8461538461538463%","33.083229642824136m"
"Bank Filasţīn ad Dawlī","31.90749","35.21116","Quds Ban","31.907428200000002","35.2113993","13.636363636363635%","23.6494783259789m"
"Al Bank al ‘Arabī","31.90681","35.21083","Arab Ban","31.906762800000003","35.2108485","23.52941176470588%","5.5185627611974235m"
"Al Bank al ‘Arabī al Islāmī","31.90657","35.21337","Samer Resturan","31.9065863","35.2127869","7.4074074074074066%","55.18435118131507m"
"Al Bank al Istithmār al Filasţīnī","31.90626","35.21209","Al Hilal Hospita","31.905929399999998","35.21228060000001","9.090909090909092%","40.85205654436361m"
"Al Muqāţa‘ah","31.91158","35.20796","Alhilal AlAhmar Organizatio","31.911668699999996","35.2073805","7.4074074074074066%","55.68670207093106m"
"Al Madrasah al Urdūnnīyah","31.90823","35.21495","American Jordenian Secondary Schoo","31.908425","35.214714","5.88235294117647%","31.077858806972657m"
"Madrasat al Frindz lil Banīn","31.90536","35.20793","Friends Boys Schoo","31.905778700000003","35.2076214","10.714285714285714%","54.841633012755686m"
"Jam‘īyat al Hudá an Nisā’īyah","31.90583","35.21586","Alma'moon Tax","31.9058298","35.215847100000005","6.896551724137931%","1.2204001148181367m"
"Masjid ‘Alī Bin Abī Ţālib","31.90404","35.2155","Ali Mosque","31.903941600000003","35.215599100000006","8.0%","14.384859744850628m"
"Baladīyat al Bīrah wa al Maktabah al ‘Āmmah wa Muntazah al Baladīyah","31.90444","35.21205","Alein Mosque","31.9040101","35.2118313","2.941176470588235%","51.96478899564907m"
"Barīd al Bīrah al Markazī","31.90498","35.21225","Main Post Office","31.905025800000004","35.212466","8.0%","21.053245927941155m"
"Funduq al ‘Ayn","31.90364","35.21229","Ziena Pharmacy","31.903499600000004","35.212826799999995","7.142857142857142%","53.10996177262108m"
"Jam‘īyat Ibnā’ al Bīrah","31.90368","35.21327","Al-Bireh Center For Children Car","31.9041458","35.21340429999999","3.125%","53.18961738265557m"
"Madrasat Banāt al Bīrah ath Thānawīyah","31.90443","35.20996","Albireh Elementary School For Girls","31.904511699999997","35.2101212","5.263157894736842%","17.73625455801051m"
"Al Bank al Ahlī","31.90254","35.20834","Palestiniane Islamic Bank (Main branch","31.902243100000003","35.2082208","15.789473684210526%","34.79915120436589m"
"Al Baldah al Qadīmah al Bīrah","31.90622","35.21549","Alsalam Pharmacy","31.9064167","35.21543270000001","6.896551724137931%","22.47443497344816m"
"Ḩayy al Buş","31.90279","35.21311","Khalil Alrahman School","31.902531099999997","35.2133904","9.090909090909092%","39.08544099866575m"
"Al Majlis at Tashrī‘ī","31.90842","35.21302","The Ministry of Healt","31.908465999999997","35.21308320000001","9.523809523809524%","7.85825237590076m"
"Masjid al Bīrah al Kabīr","31.90404","35.20732","Al Manar Pharmacy","31.904276199999998","35.2076495","8.333333333333332%","40.711250654639706m"
"Mustashfá an Nāz̧ir lil Wilādah","31.90667","35.20695","Al Nazer Hospital For Surger","31.906903399999997","35.2068058","6.451612903225806%","29.2548511582492m"
"Lajnat az Zakāh wa aş Şadaqāt","31.90702","35.20695","AL Nejma Par","31.9071256","35.2064009","6.896551724137931%","53.242032542859235m"
"Al Bank al Urdunnī","31.90334","35.20732","Japer Statio","31.9030086","35.2072662","5.555555555555555%","37.09803735136419m"
"Bank al Qāhirah ‘Ammān","31.90336","35.20681","Abdee","31.9036356","35.2065624","4.545454545454546%","38.502622040315096m"
"Mu’assasat Shabāb al Bīrah","31.90758","35.22329","Al Hashmeya School","31.907398699999998","35.2228598","7.6923076923076925%","45.386843184976456m"
"Madrasat Samīḩah Khalīl al Asāsīyah al Mukhtaliţah","31.88647","35.22395","Sameeha School For Girl","31.8861858","35.224053600000005","6.0%","33.00255905398443m"
"Masjid al Khulafā’ ar Rāshidīn","31.88918","35.22078","Alkhulafa Alrashidin Mosque","31.889649600000006","35.220997600000004","16.666666666666664%","55.9932385340924m"
"Bank al Inmā’ al Almānī","31.89135","35.21786","CHF Compan","31.891216800000002","35.2176605","8.695652173913043%","23.965840255016253m"
"Sharikat Trust lit Ta’mīn","31.89152","35.2167","Trust Company","31.8913417","35.2169102","24.0%","28.041573708840197m"
"Ittiḩād Lijān al ‘Amal aş Şiḩḩī wa al Ḩarakah al ‘Ālimīyah lid Difā‘ ‘an al Aţfāl","31.88903","35.21961","Health Work Commit","31.889191399999998","35.219657500000004","2.4691358024691357%","18.452378188794217m"
"Funduq al Bīrah as Siyāḩī","31.88992","35.21596","مقهى داليا","31.889726399999997","35.2160109","4.0%","22.000767432866613m"
"Mu’assah Kayr ad Dawlīyah","31.89111","35.21209","Public Authority For Resist The Wal","31.891016600000004","35.212357","5.714285714285714%","27.300186026796084m"
"Wizārat at Ta‘līm al ‘Ālī","31.88921","35.21286","Higher Education Ministr","31.889267600000004","35.212805700000004","8.0%","8.196537532045939m"
"Markaz at Tanmiyah fī ar Ri‘āyah aş Şiḩḩīyah al Awwalīyah","31.88813","35.21663","Altanmeyah cente","31.887873","35.2160847","7.017543859649122%","58.93720155342897m"
"Ḩayy ash Shaykh ash Janūbī","31.89122","35.21974","United Nation development programs(UNDP","31.890796","35.2199664","2.564102564102564%","51.66412438350981m"
"Ḩayy ash Shurfah","31.89791","35.21178","Tala'a Alghad Schoo","31.897882","35.2122929","10.526315789473683%","48.618400368106094m"
"Ḩayy al Başūş","31.898","35.20587","Alamn Alweqa'","31.8976791","35.206205100000005","7.6923076923076925%","47.65523908408169m"
"Mustashfá ar Rāzī lil ‘Uyūn","31.89701","35.21529","Al-Razi Eyes' Hospital","31.896873600000003","35.2155159","7.4074074074074066%","26.180663774796393m"
"Madrasat al Kafīfāt","31.89963","35.21457","Blind Schoo","31.8997581","35.2147086","5.263157894736842%","19.330345834501045m"
"Madrasat Dhukūr Am‘arī ath Thānawīyah","31.89318","35.2093","Al-Amari School For Boy","31.893170299999998","35.209303000000006","5.405405405405405%","1.1123967884849404m"
"Madrasat Dhukūr al Ḩājj Amīn al Ḩusaynī","31.89958","35.21857","Amir Alhussain Schoo","31.899153499999997","35.2182908","5.128205128205128%","54.16763517215048m"
"Masjid Khalīl ar Raḩmān","31.89258","35.20785","Masjid Alrahman","31.892721","35.2081533","30.434782608695656%","32.67630362329667m"
"Funduq Sītī Inn Ithnayn","31.89822","35.21057","Alday'a Resturan","31.898700800000004","35.2103555","8.695652173913043%","57.04436844333757m"
"Al Idārah al ‘Āmmah lil Hilāl al Aḩmar al Filasţīnī","31.90011","35.21712","Almuderiyah Alameh Polic","31.9001007","35.217575399999994","5.88235294117647%","43.091107305186924m"
"Masjid Tamīm ad Dārī","31.88209","35.20957","Palestainian Worker Unio","31.8825437","35.2094879","4.166666666666666%","50.904557844003115m"
"Madrasat al Karāmah al Asāsīyah al Mukhutaliţah","31.88368","35.20829","Al Karameh Schoo","31.883540999999997","35.20869129999999","10.638297872340425%","40.97710403838111m"
"Hay’at al Idhā‘ah wa at Tilfizyūn","31.88493","35.20592","Palestine Radio And Televisio","31.8846739","35.205490999999995","6.0606060606060606%","49.53606888983545m"
"Wizārat al Ashghāl al ‘Āmmah","31.88714","35.20424","The Ministry of Public Work","31.887053100000003","35.2042828","3.571428571428571%","10.452114052138105m"
"At Tawjīh as Siyāsī wa al Waţanī","31.88796","35.20744","Altawjih Alsias","31.8879527","35.207392799999994","9.375%","4.5382380804172m"
"Dīwān al Muwaz̧z̧afīn","31.88811","35.20817","The Ministry Of Suppl","31.888089500000003","35.208369899999994","9.523809523809524%","19.048203865152963m"
"Sulţat an Naqd al Filasţīnīyah","31.89053","35.21055","Executive Office Of The Refugee","31.890130900000003","35.2108645","3.225806451612903%","53.32631806975458m"
"Funduq Rūkī","31.88798","35.19951","Rock Resturan","31.887493300000003","35.1994059","15.384615384615385%","54.858952929351034m"
"Wizārat aş Şinā‘ah","31.89292","35.20629","Abu Shosheh Resturan","31.893104600000004","35.2066388","10.0%","38.83071612660632m"
"Hay’at at Tibgh","31.89388","35.20674","Yellow Pages Medi","31.893638899999996","35.2072988","5.88235294117647%","59.23919513651036m"
"Dār al Mu‘allimīn - Kullīyat Filasţīn at Tiqnīyah","31.89528","35.20316","Altekneyah Colleg","31.895207","35.2033465","6.122448979591836%","19.41126668820882m"
"Wizārat at Tarbiyah wa at Ta‘līm","31.89671","35.20343","High Education Ministr","31.896588","35.203196399999996","6.25%","25.910264574191455m"
"Wizārat an Naql wa al Muwaşşilāt","31.89458","35.20611","The Ministry Of Transportatio","31.8950279","35.2058605","6.25%","54.98861198918227m"
"Rawḑat al Anwār","31.89109","35.19457","Aen Munjed Taxi Offic","31.8914522","35.1943665","4.761904761904762%","44.53838197876673m"
"Funduq Rām Allah","31.89666","35.19724","Almond","31.8966554","35.197247600000004","12.5%","0.8815092976939658m"
"Sharikat Sinnuqruţ lil Muntajāt az Zirā‘īyah","31.88796","35.1816","Sunokrot Biscuit Factor","31.8879966","35.1818544","4.545454545454546%","24.408000345239966m"
"Al Ittiḩād li Şinā‘at al A‘lāf","31.88872","35.18294","Bait Al Makdes Co. For Fuantur","31.8887244","35.183236","10.0%","28.00794718727762m"
